Question,Answer,Tag
What steps should be followed by a consumer while filing a complaint?,"The Complaint is to be filed within two years from the date on which the cause of action has arisen. A complaint should contain the following information:- a. The name, description and address of the complainant and the opposite parties. b. The facts relating to complaint and when and where it arose. c. Documents, if there are any, in support of the complaint. d. The relief which the complainant is seeking. The complaint should be signed by the complainant or his authorized agent and the complaint affidavit must be notarized. The complaint must then be submitted to the clerk in Consumer Court.",consumer
"What services are covered under Consumer Protection act, 1986?","Section 2(1)(o) in the act defines service, the section includes services made available to potential users and mentions providing facilities in connection with banking, financing, insurance, transport, processing, supply of electrical or other energy, board or loading or both, housing construction, entertainment, amusement or the purveying of news or other information as covered under the definition of service. What the section doesn’t cover is the services which are hired under a contract of personal service, ",consumer
What is deficiency in service?,"Deficiency as stated in the act stands for fault, imperfection, shortcoming or inadequacy in the quality, nature or manner of performance that is required to be maintained.",consumer
What kinds of medical services are covered under the Consumer Protection act?,"Not all kinds of medical services come under the scope of the act and there have been conditions laid down by the court with respect to this. Firstly the service should not be free of charge for everyone. Secondly, contract of personal service includes employment of a medical practitioner and is outside the purview of ‘service’ as defined under the Act.",consumer
Are banking services are covered under the Consumer Protection act?,"A bank customer is also regarded as consumer and can prefer complaints under the Act for any deficiency in service. A bank renders service by providing facilities to a consumer and charges interest and other charges for the same. Therefore, such facilities are regarded as service as per the Act.",consumer
Are insurance services are covered under the Consumer Protection act?,"In the Insurance sector, high levels of lack of consumer satisfaction are witnessed. This has come about because consumers make claims and the insurance company refuses them. But because of the complexity of such matters consumer courts alone are not sufficient to handle such cases, so along with the consumer courts, Insurance Regulatory and Development Authority (IRDA) grievance cell, ombudsman and civil courts.",consumer
Do Railway services come under the Consumer Protection act?,"Railway services include providing facilities to the passengers for a smooth journey. Deficiency of Services in railways include: When goods and other valuable items are stolen, seats are not proper and cause discomfort to the traveling passengers, failure to provide water in the toilet etc.",consumer
What is the position of the  Consumer Protection act on Legal services?,"Hiring a lawyer to represent a person is not a service under the Consumer Protection Act, 1986 as lawyers render legal assistance and not service which in a case of default can be dealt by the Bar Council.",consumer
What are misleading advertisements?,"Through advertisements, companies sometimes propagate false claims, characteristics or standards. Thereon, simply put, misleading advertisements are those which give ‘false’ or ‘deceptive’ information to the consumers.",consumer
Are misleading advertisements an unfair practice under the  Consumer Protection act?,"Misleading advertisements violate certain consumer rights like Right to safety, Right to information and Right to choice.This is the reason that misleading advertisements are generally included under unfair practices in the Consumer Protection Act. The section speaks broadly of four categories:a. False representation of facts about the product b. False representation of warranty c. False representation of price and d. False or misleading facts about goods of another person",consumer
Does the Consumer Protection act protect consumers from misleading ads?,The Act protects consumers from misleading ads. It is one of the objects of the act under Section 6 to protect consumers’ right to information and protect them against unfair trade practices.,consumer
What are reliefs available against misleading ads to the consumer under the Consumer Protection act?,"The usual process and rules pertaining to a consumer complaint being filed under the Consumer Protection Act applies here as well. If after the proceedings have been carried out, it has been established that the advertisement was deceptive, then the consumer will be offered in form of relief, a refund of the price paid and award of compensation for loss or injury suffered by him. The opposite party may also be ordered to withdraw the goods from the market, to cease manufacture of such goods, to discontinue such unfair trade practice, or to refund litigation cost to the consumer.",consumer
How beneficial are the online website of state commissions etc.?,"Some consumer forums like the Karnataka State Consumer Disputes Redressal Commission have a good online website which provides a whole lot of information about the rules, daily list of the court along with a provision to track the status of the case very easily. The only information required is the case number and the year of filing.Also it provides a detailed list of the various District Forum with addresses and hence making the website a beneficial tool for consumers.",consumer
When can a legal notice be sent by a consumer in the form of consumer complaint notice?,"A complaint may be made under Consumer Protection Act can be made by the consumer under following conditions with the help of good consumer protection lawyers in India:
Loss or damage is caused to the consumer due to unfair or restrictive trade practice of a trader or service provider
the article purchased by a consumer is defective
the services availed of by a consumer suffer from any deficiency
a trader or service provider, as the case may be, has charged for the goods or for the service mentioned in the complaint a price in excess of the stipulated price
Goods or services, which will be hazardous to life and safety, when used, are being offered for sale to the public.
  ",consumer
