Question,Answer,Tag
What are the working hours laid down under Employment and Labour laws in India?,"As per the Employment and Labour laws in India, every adult (a person who has completed 18 years of age) cannot work for more than 48 hours in a week and not more than 9 hours in a day. However, the exact number of working hours and overtime payment, depends from a company to company and your employment agreement. The rule is in accordance with the International Convention on Human Rights and humane working conditions. ",employment
Is there a time limit for filing a complaint of sexual harassment?,"A complaint of sexual harassment needs to be filed within 3 months of the date of incident and in case of a series of incidents, within a period of 3 months from the date of the last incident. However, the ICC or the LCC , as the case may be, may extend the time limit, however, not exceeding 3 months, for reasons to be recorded in writing if it is satisfied that the circumstances were such that the victim was unable to file a complaint within the said period. ",employment
Do I need to give a notice before leaving my job? What will happen if I don't serve the notice?,"Yes, it is compulsory for you to give a legal notice before leaving your job. The notice period is generally of 3 months. However, the notice period can differ from Company to Company dependent upon their employment policies.
If you do not serve a notice in regards to leaving your job, there can be Court proceedings against you on the grounds of breach of contract or employment agreement. A notice period gives time to the Company to find another employee in your position so that the work is not hampered. Salaries also differ during a notice period. Thus, you must always serve a notice. If you are stuck in a case where you haven't served a notice and left your job you can find a good lawyer online to defend your case. ",employment
Is the law for Prevention of Sexual Harassment at Workplace only applicable to working women?,"The law for Prevention of Sexual Harassment at workplace is applicable to every woman who may get harassed at any workplace. It could be a visitor, freelancer, consultant or a customer, literally any woman who is visiting your workplace. It could be your direct employee, or also an employee on a third-party payroll or a visitor or a domestic help at your place. In case you are a victim of sexual harassment, you can now consult good criminal lawyers online.
Thus, the law caters to the women at a larger scale and does not restrict the application to the place where a person is employed. Doing that would provide only a semi shield from harassment and make women vulnerable at any other workplace. Thus, the act extends protection on the basis of whether you were in the premises of that workplace and not on your status as an employee, visitor or guest. ",employment
I have been falsely accused of committing sexual harassment at workplace. Can I defend my case?,"You can defend the case with the help of best criminal defense lawyers in India if you are falsely accused of sexual harassment at workplace with evidences as to your good character, other circumstantial evidence and by disproving the basis of false claims. Beneficial laws are sometimes misused by women to file bogus cases or claims against individuals. Most of the time, human resources solve a harassment claim that is fictitious. Nevertheless, sometimes, a harassment claim that is fictitious can cause damages. For example, the man may lose their job, promotions, as well as wages because of the claim that is bogus. In these instances, it might be essential to take legal action as a way to regain another legal remedy or a damages award for the losses.
An individual can confront criminal or legal effects for filing a frivolous or false harassment claim with the help of a good labour lawyer in India who can additionally help determine your choices when it comes to legal remedies and can offer you legal guidance and representation in court. ",employment
On whom does Payment of Wages Act apply?,"It applies to the payment of wages to persons employed in any:
Factory
Railways employed by a railway administration
Railways, employed through a subcontractor
Industrial establishment
Any other establishment.
The list is not exhaustive and Courts have extended the benefit of the Act under any other establishment by cases and more. Further, an appropriate government can after giving notice of its intention of 3 months in the Official Gazette extend the application of Act to any other class of workers. You can consult good employment lawyers in India to know if your case is covered by the Payment of Wages Act. ",employment
Can we file a class action suit or collective suit for unpaid salary?,"Yes, you can file a collective suit in cases of unpaid salary under Section 16 of the Payment of Wages Act with the help of expert employment lawyers in India if all the workers or employees:
Work in the same establishment
Work under the same employer
Same cause for unpaid wages
Lack means to file individual applications
Wages unpaid for the same wage period.
Â  ",employment
What is the wage period in India according to law?,"Section 4 of the Act specifies that the wage period in India is 1 month. Thus, your employer needs to pay you within a month periodically. In case he defaults, you have a right to approach the Court of appropriate jurisdiction with the help of best employment lawyers in India to claim your unpaid salary. ",employment
Can I claim compensation from my employer?,"Yes, you can claim compensation from your employer on different grounds with the help of experienced employment advocates in India. The grounds to claim compensation are not exhaustive and depend on a case-to-case basis.
Illegal or wrongful termination
Denial of maternity benefits
Sexual harassment at Workplace
No establishment of Internal Complaints Committee in the workplace
Non-payment of salary in lieu of notice
Non-payment of Provident Fund
Non-payment of Gratuity
 ",employment
What are the Vishakha Guidelines?,"The Vishakha judgment, an offshoot of a rape case involving a social worker in Rajasthan, brought to the attention of the Supreme Court of India that there was an urgent need to formulate effective measures to check the evil of sexual harassment of working women at all workplaces. Vishakha guidelines are the procedural guidelines for sexual harassment at workplace and have now been codified into a separate act and in IPC provisions. The guidelines can be summed up as follows:
Definition of sexual harassment to include unwelcomed sexually unacceptable behaviour, physical contact and advances, demand or request for sexual favours, showing pornography and any sexually coloured remark.
Every instance of sexual harassment is a violation of Articles 14, 15 and 21 of the Indian Constitution.
Any discrimination on personal reasons resulting in hostile working environment is not acceptable.
Creation of hostile environment by physical advances or any other act amounts to sexual harassment.
 ",employment
"If a male slaps a male employee in the office or, if a female employee slaps a male employee, is that sexual harassment?","No, a male employee cannot file a case under Prevention of Sexual Harassment Act at workplace. The act provides only for sexual harassment cases against a woman and not a man. An aggrieved woman under the Act includes all women, irrespective of her age or employment status, whether in the organized or unorganized sectors, public or private and covers clients, customers, and domestic workers as well. It is a gender-biased law tilting towards one gender only.
However, if you witness incidents of assault at workplace by a woman or a man, irrespective of the gender you can file a case under Section 351 of Indian Penal Code(IPC) with the help of best criminal lawyers in India. Assault is any act or gesture or preparation, intentionally committed to threaten the person or direct criminal force upon such a person. ",employment
Is it mandatory to have a Prevention of Sexual Harassment or POSH Policy?,"It is mandatory to have a POSH policy or prevention of sexual harassment policy even if there exist 2 employees. Not having any female employee is not a justified ground for no such policy. Prior to the passing of Prevention of Sexual Harassment at Workplace Act, there was no mandate for such policy or any such policy recognizing sexual harassment at workplace. However, with numerous judgments of various Courts it became mandatory for companies to have a POSH policy in accordance with the law.
The Act mandates the establishment of an Internal Complaints Committee at all branches or offices of organizations where at least 10 or more employees are employed.The constitution of the Committee is as follows:
It should be headed by a woman employed at a senior level.
Half of the members should be women.
It should include a third party NGO/ another body.
Two persons amongst employees committed to the cause of women/with experience in social work/legal knowledge should form part of the Committee.
Â  ",employment
What is the deadline to credit salary in the accounts of employee?,"As per the provisions of Payment of Wages Act, 1936 wages or salaries needs to be paid-
Before the 7th day of expiry of wage period, in case the employees are less than 1000
Before the 10th day of expiry of wage period, in all other cases
Before the expiry of second day in case employment is terminated.
In case your employer refuses to pay you the salary, you can consult best employment lawyers online. ",employment
Can my employer terminate my employment when I am on a maternity leave?,"No, your employer cannot terminate your employment on a maternity leave in India. No employer can deny a woman employee's maternity benefit. You can only be terminated on grounds of gross misconduct only after providing you with a legal notice. If your employer denies your maternity benefit or has dismissed or discharged you from services, you can take the following measures:
Contact the HR Department: You can take your grievance to the HP department of your company. Usually, the HR representatives are able to clear up any confusion or grievance that arise between the employee and employer. If no resolution is provided by the HR, you can take the next step.
Send a legal notice to the employer: You can consult an employment and labour lawyer in India and send a legal notice to your employer regarding the denial of your maternity benefit. A legal notice speaks volumes. But, if your employer still does not respond, take them to the court.
Approach the Labour Court: You can hire an employment and labour lawyer in India to file a case against your employer in a Labour Court.
An employer who denies a woman employee's maternity benefit claim in India can be punished with imprisonment for up to 3 months, fine for up to Rs. 5000, or both. If your employer has dismissed or discharged you from service, he can be punished with imprisonment for 3-12 months. ",employment
Are trade unions recognised and what rights do they have?,"The Trade Unions Act 1926 provides for the registration of trade unions, but it does not make registration mandatory. However, registration is beneficial as it leads to certain privileges. A registered trade union is deemed to be a body corporate, giving it the status of a legal entity. As a result, a registered trade union has perpetual succession, the power to acquire and hold property and the power to enter into contracts. It also has the power to sue and to be sued. A registered trade union is also immune from certain contractual, criminal and civil proceedings. Generally, registration of trade unions under the Trade Unions Act does not automatically imply that a particular trade union has gained recognition status from the employer.",employment
Is there a national minimum wage that must be adhered to?,"In India, the Minimum Wages Act 1948 provides for the establishment and enforcement of minimum wages in respect of scheduled employment. The act requires the appropriate government (at both federal and state level) to establish the minimum rates of wages in respect of employment specified in the schedule. In 1996 the federal government introduced the National Floor Level of Minimum Wage (NFLMW).The NFLMW was fixed to INR176 per day in 2017.",employment
Is there an entitlement to payment for overtime?,"All employees – except those who fall under the definition of ‘employer', such as a director, occupier or manager of a factory or any other person in control of the affairs of the business who is exempt under a specific applicable law – are entitled to overtime payments. Overtime wages are calculated at a rate of up to twice the normal wage, depending on the location or place of work of the employee.",employment
"Is there an entitlement to annual leave? If so, what is the minimum that employees are entitled to receive?","All employees are entitled to annual leave. An employee who has worked in a factory or manufacturing unit for 240 days in a calendar year is entitled to 19 days of annual leave. Typically, employees who work in establishments other than factories are entitled to between 12 and 21 days of annual leave.",employment
"Is there a requirement to provide sick leave? If so, what is the minimum that employees are entitled to receive?","Depending on the state, the Shops and Establishment Act may provide for sick leave for between seven and 14 days. Sick leave is generally paid leave in most states. ",employment
"Is there a statutory retirement age? If so, what is it?","Specifying a retirement age is not mandatory in private employment. Generally, employers specify a retirement age of between 55 and 60 years. In certain industrial establishments where the Industrial Establishment (Standing Orders) Act, 1946 applies, employers must set the retirement age at 60 years or above.",employment
What actions are classified as unlawfully discriminatory?,"The Constitution of India provides for equality of opportunity in matters of public employment as a fundamental right. The Constitution prohibits discrimination on the grounds of race, gender, religion, place of birth, domicile, caste and descent. Further, the Rights of Persons with Disabilities Act 2016 prohibits employers from discriminating on the grounds of disability, except where such act or omission is a proportionate means of achieving a legitimate aim.",employment
What protections are employed against discrimination in the workforce?,"Generally in India, employers implement policies prohibiting discrimination on the grounds of gender, caste, race, religion, sexual orientation or disability. Additionally, employers provide various training and awareness programmes for employees to sensitise them to the subject of discrimination and the procedures for reporting discrimination.",employment
How is a discrimination claim processed?,"Anyone who is discriminated against may approach the employer's grievance redressal committee. In specific circumstances, private sector employees can also seek protection against discrimination, which is treated as a bad-faith action on the part of the employer. However, no specific statute in this respect exists.",employment
What remedies are available against discrimination?,"Based on the circumstances of each case, an employee who is found guilty of discrimination in the workplace shall be subject to appropriate punitive actions under the service rules and policies of the employer, including termination of employment.",employment
Must a valid reason be given to lawfully terminate an employment contract?,"The laws relating to dismissal or termination are different for employees who are categorised as ‘workmen' and other employees. Employees who are categorised as ‘workmen' cannot be terminated without cause. Causes for termination include misconduct, continued ill health, non-renewal of contract, redundancy and non-performance. Other employees can be terminated without cause (except in a few states where the reasons for termination must be provided or grounds must be disclosed) by giving the required notice or issuing payment in lieu.",employment
Is a minimum notice period required for termination?,"Most state-specific Shops and Commercial Establishments Acts provide that no one may be dismissed without written notice (which is usually a period of 30 days) or payment in lieu. However, in case of misconduct, an employee can be terminated without notice or payment in lieu.",employment
What rights do employees have when arguing unfair dismissal?,"If a dismissal is found to be unfair or illegal, the aggrieved employee may claim reinstatement with back wages, along with costs and compensation provided under the law.",employment
How are employment-related complaints dealt with?,"Any employment-related complaint must be made in writing to the prescribed authority. Upon receipt of such complaint, the jurisdictional authority will summon the employer to appear and file such replies or documents as may be required. Both employer and the employee are given an opportunity to prove their case and to present relevant evidence on record. ",employment
What constitutes workplace harassment and workplace violence?,"Workplace harassment &violence encompasses workplace behavior by supervisors, co-workers or third parties that is unwelcome, offensive, intimidating, humiliating or threatening to an individual or a group of individuals. It also includes amongst other behaviors, verbal abuse, display of violent images, angry outbursts, encroachment on the personal space of others and destruction of property.",employment
